"","ts","id","antenna","power","location","Easting","Northing","goodtags"
"954568",2009-10-02 13:53:41,89,"Fm-E",255,"Farm",548291.050926915,4727520.63725331,TRUE
"954571",2009-10-02 13:53:49,89,"Fm-S",230,"Farm",548295.954301311,4727522.2446582,TRUE
"954574",2009-10-02 13:53:56,89,"Fm-W",255,"Farm",548297.180090739,4727522.65422128,TRUE
"954578",2009-10-02 13:54:04,89,"Fm-N",255,"Farm",548298.111185286,4727522.90749394,TRUE
"954581",2009-10-02 13:54:12,89,"Fm-E",255,"Farm",548298.453320886,4727522.78649489,TRUE
"954583",2009-10-02 13:54:19,89,"Fm-S",255,"Farm",548298.180301326,4727522.78458931,TRUE
"954586",2009-10-02 13:54:27,89,"Fm-W",255,"Farm",548300.112252208,4727523.07569466,TRUE
"954589",2009-10-02 13:54:34,89,"Fm-N",255,"Farm",548304.973349379,4727524.22010954,TRUE
"954592",2009-10-02 13:54:42,89,"Fm-E",252,"Farm",548305.78207245,4727525.70639933,TRUE
"954594",2009-10-02 13:54:50,89,"Fm-S",255,"Farm",548302.329639395,4727524.8494373,TRUE
"954599",2009-10-02 13:54:57,89,"Fm-W",255,"Farm",548298.800623467,4727521.92520974,TRUE
"954602",2009-10-02 13:55:05,89,"Fm-N",255,"Farm",548295.528976717,4727517.9848373,TRUE
"954605",2009-10-02 13:55:12,89,"Fm-E",255,"Farm",548294.674962493,4727516.46738592,TRUE
"954607",2009-10-02 13:55:20,89,"Fm-S",255,"Farm",548298.435374574,4727518.83798472,TRUE
"954613",2009-10-02 13:55:35,89,"Fm-W",238,"Farm",548296.326791269,4727517.77447816,TRUE
"954615",2009-10-02 13:55:43,89,"Fm-N",255,"Farm",548297.07279107,4727521.72806968,TRUE
"954617",2009-10-02 13:55:50,89,"Fm-E",254,"Farm",548296.661108859,4727522.03366395,TRUE
"954619",2009-10-02 13:55:58,89,"Fm-S",253,"Farm",548296.722690039,4727522.99034322,TRUE
"954624",2009-10-02 13:56:06,89,"Fm-W",255,"Farm",548297.92788053,4727523.09129509,TRUE
"954629",2009-10-02 13:56:13,89,"Fm-N",255,"Farm",548297.431581852,4727525.74065228,TRUE
"954632",2009-10-02 13:56:21,89,"Fm-E",255,"Farm",548298.248702587,4727526.02397625,TRUE
"954634",2009-10-02 13:56:28,89,"Fm-S",232,"Farm",548297.531845586,4727524.41494151,TRUE
"954638",2009-10-02 13:56:36,89,"Fm-W",255,"Farm",548297.351124294,4727524.22859962,TRUE
"954643",2009-10-02 13:56:44,89,"Fm-N",197,"Farm",548297.441269657,4727524.35261582,TRUE
"954646",2009-10-02 13:56:51,89,"Fm-E",110,"Farm",548297.373230067,4727524.32129418,TRUE
"954648",2009-10-02 13:56:59,89,"Fm-S",192,"Farm",548293.351574118,4727523.52205731,TRUE
"954652",2009-10-02 13:57:06,89,"Fm-W",186,"Farm",548294.71085941,4727524.36440621,TRUE
"954656",2009-10-02 13:57:14,89,"Fm-N",255,"Farm",548294.91820731,4727523.99569224,TRUE
"954660",2009-10-02 13:57:22,89,"Fm-E",131,"Farm",548295.748890795,4727522.33576486,TRUE
"954662",2009-10-02 13:57:29,89,"Fm-S",174,"Farm",548297.229684386,4727522.06847903,TRUE
"954667",2009-10-02 13:57:37,89,"Fm-W",195,"Farm",548297.725484011,4727522.75056813,TRUE
"954672",2009-10-02 13:57:44,89,"Fm-N",255,"Farm",548297.561271047,4727523.45889741,TRUE
"954677",2009-10-02 13:57:52,89,"Fm-E",136,"Farm",548296.632329364,4727522.89717228,TRUE
"954682",2009-10-02 13:58:07,89,"Fm-S",174,"Farm",548294.223885681,4727522.4176619,TRUE
"954684",2009-10-02 13:58:15,89,"Fm-W",168,"Farm",548296.600535944,4727524.19251418,TRUE
"954689",2009-10-02 13:58:22,89,"Fm-N",243,"Farm",548294.693059047,4727523.65480657,TRUE
"954691",2009-10-02 13:58:30,89,"Fm-E",115,"Farm",548294.013739274,4727523.1873642,TRUE
"954694",2009-10-02 13:58:37,89,"Fm-S",205,"Farm",548294.082209429,4727523.1569953,TRUE
"954697",2009-10-02 13:58:45,89,"Fm-W",150,"Farm",548293.92079534,4727523.46433636,TRUE
"954701",2009-10-02 13:58:53,89,"Fm-N",255,"Farm",548294.15405692,4727525.9028581,TRUE
"954705",2009-10-02 13:59:00,89,"Fm-E",169,"Farm",548294.15642489,4727525.5635603,TRUE
"954707",2009-10-02 13:59:08,89,"Fm-S",216,"Farm",548294.313533527,4727525.87312434,TRUE
"954711",2009-10-02 13:59:15,89,"Fm-W",208,"Farm",548297.957814328,4727528.58222683,TRUE
"954716",2009-10-02 13:59:23,89,"Fm-N",255,"Farm",548296.46826371,4727526.84441213,TRUE
"954721",2009-10-02 13:59:31,89,"Fm-E",166,"Farm",548294.817298255,4727525.4139388,TRUE
"954723",2009-10-02 13:59:38,89,"Fm-S",209,"Farm",548294.776961556,4727524.67333512,TRUE
"954728",2009-10-02 13:59:46,89,"Fm-W",241,"Farm",548299.609278566,4727526.68125459,TRUE
"954733",2009-10-02 13:59:53,89,"Fm-N",254,"Farm",548306.237678111,4727528.88679587,TRUE
"954735",2009-10-02 14:00:01,89,"Fm-E",134,"Farm",548305.556063489,4727525.48889433,TRUE
"954737",2009-10-02 14:00:09,89,"Fm-S",197,"Farm",548303.677152667,4727524.11852117,TRUE
"954740",2009-10-02 14:00:16,89,"Fm-W",213,"Farm",548302.240140044,4727524.63288527,TRUE
"954744",2009-10-02 14:00:24,89,"Fm-N",219,"Farm",548301.392516796,4727525.4598312,TRUE
"954748",2009-10-02 14:00:39,89,"Fm-E",181,"Farm",548297.989030948,4727524.10966489,TRUE
"954750",2009-10-02 14:00:47,89,"Fm-S",222,"Farm",548298.778948286,4727521.77082467,TRUE
"954755",2009-10-02 14:00:54,89,"Fm-W",244,"Farm",548300.827816959,4727524.86980119,TRUE
"954760",2009-10-02 14:01:02,89,"Fm-N",255,"Farm",548300.505418865,4727525.42279249,TRUE
"954763",2009-10-02 14:01:09,89,"Fm-E",151,"Farm",548299.912800233,4727525.57288986,TRUE
"954765",2009-10-02 14:01:17,89,"Fm-S",207,"Farm",548299.686360497,4727525.41707556,TRUE
"954769",2009-10-02 14:01:25,89,"Fm-W",241,"Farm",548299.438030303,4727525.13772144,TRUE
"954773",2009-10-02 14:01:32,89,"Fm-N",255,"Farm",548299.325779243,4727524.92101065,TRUE
"954775",2009-10-02 14:01:40,89,"Fm-E",153,"Farm",548301.100981451,4727528.11061743,TRUE
"954778",2009-10-02 14:01:47,89,"Fm-S",203,"Farm",548300.629225959,4727527.24361536,TRUE
"954783",2009-10-02 14:01:55,89,"Fm-W",242,"Farm",548300.117780116,4727525.54347384,TRUE
"954790",2009-10-02 14:02:03,89,"Fm-N",255,"Farm",548300.029357185,4727525.17269556,TRUE
"954793",2009-10-02 14:02:10,89,"Fm-E",158,"Farm",548299.523008563,4727526.00202378,TRUE
"954795",2009-10-02 14:02:18,89,"Fm-S",203,"Farm",548299.545975475,4727525.97133733,TRUE
"954799",2009-10-02 14:02:25,89,"Fm-W",240,"Farm",548299.544253123,4727526.21809937,TRUE
"954803",2009-10-02 14:02:33,89,"Fm-N",255,"Farm",548297.124616058,4727527.3425412,TRUE
"954806",2009-10-02 14:02:41,89,"Fm-E",152,"Farm",548299.620619575,4727528.3162119,TRUE
"954808",2009-10-02 14:02:48,89,"Fm-S",204,"Farm",548300.348240558,4727528.38298412,TRUE
"954811",2009-10-02 14:02:56,89,"Fm-W",246,"Farm",548298.547918271,4727525.53251655,TRUE
"954818",2009-10-02 14:03:11,89,"Fm-N",250,"Farm",548296.641733574,4727524.80973686,TRUE
"954820",2009-10-02 14:03:19,89,"Fm-E",172,"Farm",548296.212466639,4727524.37488625,TRUE
"954823",2009-10-02 14:03:26,89,"Fm-S",198,"Farm",548296.212466639,4727524.37488625,TRUE
"954827",2009-10-02 14:03:34,89,"Fm-W",255,"Farm",548297.076597811,4727524.44261088,TRUE
"954832",2009-10-02 14:03:41,89,"Fm-N",255,"Farm",548297.121885777,4727524.47377372,TRUE
"954835",2009-10-02 14:03:49,89,"Fm-E",136,"Farm",548296.606926219,4727526.53691234,TRUE
"954837",2009-10-02 14:03:57,89,"Fm-S",214,"Farm",548296.038996892,4727526.40956153,TRUE
"954843",2009-10-02 14:04:04,89,"Fm-W",242,"Farm",548294.446814177,4727526.33675587,TRUE
"954848",2009-10-02 14:04:12,89,"Fm-N",255,"Farm",548293.465911389,4727526.70007123,TRUE
"954851",2009-10-02 14:04:19,89,"Fm-E",146,"Farm",548293.75414802,4727527.78171932,TRUE
"954853",2009-10-02 14:04:27,89,"Fm-S",209,"Farm",548293.072245414,4727527.6844201,TRUE
"954857",2009-10-02 14:04:35,89,"Fm-W",246,"Farm",548292.280244167,4727527.06195773,TRUE
"954861",2009-10-02 14:04:42,89,"Fm-N",255,"Farm",548298.886324549,4727529.20564266,TRUE
"954864",2009-10-02 14:04:50,89,"Fm-E",133,"Farm",548302.469452156,4727530.89637775,TRUE
"954867",2009-10-02 14:04:57,89,"Fm-S",220,"Farm",548302.018941499,4727530.24545117,TRUE
"954871",2009-10-02 14:05:05,89,"Fm-W",222,"Farm",548302.018941499,4727530.24545117,TRUE
"954875",2009-10-02 14:05:13,89,"Fm-N",255,"Farm",548301.417996909,4727528.32875752,TRUE
"954878",2009-10-02 14:05:20,89,"Fm-E",162,"Farm",548301.124163666,4727528.04908572,TRUE
"954880",2009-10-02 14:05:28,89,"Fm-S",183,"Farm",548301.58048774,4727527.86719035,TRUE
"954887",2009-10-02 14:05:43,89,"Fm-W",250,"Farm",548302.984197864,4727528.8640848,TRUE
"954892",2009-10-02 14:05:51,89,"Fm-N",253,"Farm",548301.618885954,4727528.88540138,TRUE
"954894",2009-10-02 14:05:58,89,"Fm-E",169,"Farm",548304.875739165,4727531.68434359,TRUE
"954897",2009-10-02 14:06:06,89,"Fm-S",200,"Farm",548311.747217875,4727538.17928657,TRUE
"954900",2009-10-02 14:06:13,89,"Fm-W",246,"Farm",548308.411779699,4727536.86043682,TRUE
"954906",2009-10-02 14:06:21,89,"Fm-N",255,"Farm",548305.738074227,4727535.26858721,TRUE
"954909",2009-10-02 14:06:29,89,"Fm-E",164,"Farm",548304.090557739,4727533.34458754,TRUE
"954911",2009-10-02 14:06:36,89,"Fm-S",188,"Farm",548297.985086969,4727527.93463527,TRUE
"954914",2009-10-02 14:06:44,89,"Fm-W",251,"Farm",548292.555267159,4727523.5165,TRUE
"954920",2009-10-02 14:06:51,89,"Fm-N",237,"Farm",548294.961557827,4727524.30446236,TRUE
"954925",2009-10-02 14:06:59,89,"Fm-E",176,"Farm",548297.831276572,4727523.89263653,TRUE
"954927",2009-10-02 14:07:07,89,"Fm-S",224,"Farm",548303.533681498,4727528.37437226,TRUE
"954930",2009-10-02 14:07:14,89,"Fm-W",255,"Farm",548302.558161192,4727527.96655496,TRUE
"954934",2009-10-02 14:07:22,89,"Fm-N",255,"Farm",548299.511813278,4727527.60597703,TRUE
"954938",2009-10-02 14:07:29,89,"Fm-E",191,"Farm",548297.563140014,4727526.45104591,TRUE
"954940",2009-10-02 14:07:37,89,"Fm-S",201,"Farm",548298.80952731,4727527.16922064,TRUE
"954942",2009-10-02 14:07:45,89,"Fm-W",255,"Farm",548299.988951287,4727527.70184765,TRUE
"954946",2009-10-02 14:07:52,89,"Fm-N",255,"Farm",548299.948830456,4727526.93039867,TRUE
"954951",2009-10-02 14:08:00,89,"Fm-E",187,"Farm",548299.76832459,4727526.71321147,TRUE
"954956",2009-10-02 14:08:15,89,"Fm-S",192,"Farm",548298.200615891,4727526.39380171,TRUE
"954959",2009-10-02 14:08:22,89,"Fm-W",241,"Farm",548296.065838802,4727525.82366048,TRUE
"954963",2009-10-02 14:08:30,89,"Fm-N",255,"Farm",548296.170555183,4727527.11995514,TRUE
"954966",2009-10-02 14:08:38,89,"Fm-E",171,"Farm",548295.25323873,4727524.89258643,TRUE
"954968",2009-10-02 14:08:45,89,"Fm-S",212,"Farm",548298.64940484,4727527.29149006,TRUE
"954973",2009-10-02 14:08:53,89,"Fm-W",235,"Farm",548300.346948771,4727528.56805565,TRUE
"954976",2009-10-02 14:09:00,89,"Fm-N",255,"Farm",548298.113269308,4727525.86879719,TRUE
"954979",2009-10-02 14:09:08,89,"Fm-E",184,"Farm",548296.216987499,4727523.72713591,TRUE
"954981",2009-10-02 14:09:16,89,"Fm-S",215,"Farm",548294.4468813,4727523.06700009,TRUE
"954984",2009-10-02 14:09:23,89,"Fm-W",242,"Farm",548297.088154718,4727526.04672292,TRUE
"954989",2009-10-02 14:09:38,89,"Fm-E",180,"Farm",548297.23155351,4727525.06062753,TRUE
"954992",2009-10-02 14:09:46,89,"Fm-S",198,"Farm",548297.074014416,4727524.81275393,TRUE
"954996",2009-10-02 14:09:54,89,"Fm-W",243,"Farm",548296.983869053,4727524.68873774,TRUE
"955003",2009-10-02 14:10:09,89,"Fm-E",190,"Farm",548295.390461848,4727521.53124762,TRUE
"955004",2009-10-02 14:10:16,89,"Fm-S",217,"Farm",548295.540251146,4727522.88955034,TRUE
"955008",2009-10-02 14:10:24,89,"Fm-W",109,"Farm",548295.74372415,4727523.07605097,TRUE
"955019",2009-10-02 14:10:47,89,"Fm-E",110,"Farm",548296.645823912,4727524.22367702,TRUE
"955023",2009-10-02 14:10:54,89,"Fm-S",160,"Farm",548299.226591632,4727526.09249513,TRUE
"955027",2009-10-02 14:11:02,89,"Fm-W",215,"Farm",548298.891776077,4727525.16475548,TRUE
"955034",2009-10-02 14:11:17,89,"Fm-E",131,"Farm",548297.471125674,4727523.33488121,TRUE
"955037",2009-10-02 14:11:25,89,"Fm-S",156,"Farm",548297.449235184,4727523.2113414,TRUE
"955040",2009-10-02 14:11:32,89,"Fm-W",220,"Farm",548297.267652723,4727523.14838053,TRUE
"955043",2009-10-02 14:11:40,89,"Fm-N",245,"Farm",548298.670933846,4727524.20696459,TRUE
"955046",2009-10-02 14:11:48,89,"Fm-E",139,"Farm",548296.928961677,4727522.77585557,TRUE
"955048",2009-10-02 14:11:55,89,"Fm-S",164,"Farm",548295.02858844,4727521.22025447,TRUE
"955054",2009-10-02 14:12:03,89,"Fm-W",216,"Farm",548295.233353155,4727521.22168356,TRUE
"955058",2009-10-02 14:12:10,89,"Fm-N",241,"Farm",548295.187634611,4727521.25221124,TRUE
"955063",2009-10-02 14:12:18,89,"Fm-E",137,"Farm",548297.904629569,4727526.4225826,TRUE
"955066",2009-10-02 14:12:26,89,"Fm-S",159,"Farm",548299.659018072,4727529.33442292,TRUE
"955070",2009-10-02 14:12:33,89,"Fm-W",214,"Farm",548299.68306145,4727529.14951019,TRUE
"955075",2009-10-02 14:12:41,89,"Fm-N",241,"Farm",548301.288952403,4727530.51797658,TRUE
"955077",2009-10-02 14:12:48,89,"Fm-E",135,"Farm",548302.367680392,4727532.43800525,TRUE
"955080",2009-10-02 14:12:56,89,"Fm-S",151,"Farm",548302.752950402,4727532.65662184,TRUE
"955084",2009-10-02 14:13:04,89,"Fm-W",160,"Farm",548302.707231899,4727532.68714947,TRUE
"955090",2009-10-02 14:13:19,89,"Fm-N",255,"Farm",548302.655269452,4727533.6121895,TRUE
"955093",2009-10-02 14:13:26,89,"Fm-E",147,"Farm",548303.474757477,4727533.55621629,TRUE
"955096",2009-10-02 14:13:34,89,"Fm-S",213,"Farm",548304.198932833,4727534.116513,TRUE
"955102",2009-10-02 14:13:42,89,"Fm-W",250,"Farm",548302.550985026,4727532.25420422,TRUE
"955105",2009-10-02 14:13:49,89,"Fm-N",254,"Farm",548301.73946311,4727531.16890311,TRUE
"955108",2009-10-02 14:13:57,89,"Fm-E",180,"Farm",548301.739032501,4727531.23059362,TRUE
"955111",2009-10-02 14:14:04,89,"Fm-S",212,"Farm",548302.715198315,4727531.54587504,TRUE
"955116",2009-10-02 14:14:12,89,"Fm-W",243,"Farm",548301.377590495,4727530.85790962,TRUE
"955119",2009-10-02 14:14:20,89,"Fm-N",255,"Farm",548301.630441777,4727530.48951345,TRUE
"955123",2009-10-02 14:14:27,89,"Fm-E",174,"Farm",548301.562186963,4727530.48903702,TRUE
"955125",2009-10-02 14:14:35,89,"Fm-S",192,"Farm",548301.426323243,4727530.39554841,TRUE
"955129",2009-10-02 14:14:42,89,"Fm-W",236,"Farm",548301.494578058,4727530.39602483,TRUE
"955132",2009-10-02 14:14:50,89,"Fm-N",198,"Farm",548301.586015084,4727530.33496956,TRUE
"955135",2009-10-02 14:14:58,89,"Fm-E",87,"Farm",548301.541157783,4727530.24211617,TRUE
"955138",2009-10-02 14:15:05,89,"Fm-S",105,"Farm",548297.712067613,4727527.93272972,TRUE
"955142",2009-10-02 14:15:13,89,"Fm-W",244,"Farm",548297.756924982,4727528.02558307,TRUE
"955145",2009-10-02 14:15:20,89,"Fm-N",202,"Farm",548295.566379545,4727525.66594083,TRUE
"955147",2009-10-02 14:15:28,89,"Fm-E",92,"Farm",548294.844355336,4727524.7971925,TRUE
"955149",2009-10-02 14:15:36,89,"Fm-S",162,"Farm",548295.045029741,4727525.38468142,TRUE
"955156",2009-10-02 14:15:51,89,"Fm-W",237,"Farm",548295.428793444,4727525.81921438,TRUE
"955160",2009-10-02 14:15:58,89,"Fm-N",175,"Farm",548295.700951776,4727525.94450086,TRUE
"955163",2009-10-02 14:16:06,89,"Fm-E",113,"Farm",548296.087083472,4727526.03973606,TRUE
"955165",2009-10-02 14:16:14,89,"Fm-S",141,"Farm",548298.677538711,4727526.52051749,TRUE
"955168",2009-10-02 14:16:21,89,"Fm-W",251,"Farm",548302.258514709,4727528.519705,TRUE
"955175",2009-10-02 14:16:36,89,"Fm-E",109,"Farm",548303.806054899,4727528.46881381,TRUE
"955177",2009-10-02 14:16:44,89,"Fm-S",120,"Farm",548304.78545078,4727528.3214167,TRUE
"955179",2009-10-02 14:16:52,89,"Fm-W",253,"Farm",548304.736933112,4727528.75293263,TRUE
"955185",2009-10-02 14:17:07,89,"Fm-E",181,"Farm",548307.245781576,4727531.14564665,TRUE
"955187",2009-10-02 14:17:14,89,"Fm-S",171,"Farm",548306.041238571,4727530.95215737,TRUE
"955190",2009-10-02 14:17:22,89,"Fm-W",199,"Farm",548305.764774178,4727531.44377557,TRUE
"955196",2009-10-02 14:17:37,89,"Fm-E",165,"Farm",548300.005674605,4727528.56567359,TRUE
"955198",2009-10-02 14:17:45,89,"Fm-S",183,"Farm",548299.640572356,4727528.71735902,TRUE
"955201",2009-10-02 14:17:52,89,"Fm-W",198,"Farm",548299.663323967,4727528.71751782,TRUE
"955205",2009-10-02 14:18:07,89,"Fm-E",170,"Farm",548298.22286799,4727529.72540683,TRUE
"955207",2009-10-02 14:18:15,89,"Fm-E",173,"Farm",548297.827694487,4727530.92567222,TRUE
"955210",2009-10-02 14:18:23,89,"Fm-S",202,"Farm",548296.48276653,4727531.28644642,TRUE
"955214",2009-10-02 14:18:30,89,"Fm-W",215,"Farm",548298.117437264,4727531.79140372,TRUE
"955219",2009-10-02 14:18:45,89,"Fm-E",171,"Farm",548300.242954543,4727533.68789157,TRUE
"955221",2009-10-02 14:18:53,89,"Fm-S",190,"Farm",548300.613439027,4727532.7650748,TRUE
"955226",2009-10-02 14:19:01,89,"Fm-W",207,"Farm",548302.194710466,4727531.14123405,TRUE
"955232",2009-10-02 14:19:16,89,"Fm-E",140,"Farm",548307.393630335,4727532.78155696,TRUE
"955234",2009-10-02 14:19:23,89,"Fm-S",233,"Farm",548306.741801092,4727531.63567654,TRUE
"955238",2009-10-02 14:19:31,89,"Fm-W",254,"Farm",548303.344132714,4727529.45268566,TRUE
"955244",2009-10-02 14:19:46,89,"Fm-E",219,"Farm",548297.10903717,4727523.05473321,TRUE
"955246",2009-10-02 14:19:54,89,"Fm-S",233,"Farm",548301.468091946,4727524.41156897,TRUE
"955249",2009-10-02 14:20:01,89,"Fm-W",254,"Farm",548301.575390978,4727525.33772065,TRUE
"955254",2009-10-02 14:20:09,89,"Fm-N",255,"Farm",548297.047671328,4727522.06720868,TRUE
"955262",2009-10-02 14:20:17,89,"Fm-E",218,"Farm",548295.825756774,4727521.10243104,TRUE
"955263",2009-10-02 14:20:24,89,"Fm-S",231,"Farm",548296.999799956,4727522.4061889,TRUE
"955266",2009-10-02 14:20:32,89,"Fm-W",253,"Farm",548299.60202813,4727524.46023745,TRUE
"955276",2009-10-02 14:20:47,89,"Fm-N",255,"Farm",548300.516183777,4727523.88052976,TRUE
"955278",2009-10-02 14:20:55,89,"Fm-E",222,"Farm",548298.966059101,4727524.30156475,TRUE
"955280",2009-10-02 14:21:02,89,"Fm-S",234,"Farm",548298.879073904,4727526.98462551,TRUE
"955283",2009-10-02 14:21:10,89,"Fm-W",254,"Farm",548300.071776474,4727528.87460255,TRUE
"955296",2009-10-02 14:21:25,89,"Fm-E",174,"Farm",548294.259486511,4727523.83686118,TRUE
"955298",2009-10-02 14:21:33,89,"Fm-S",167,"Farm",548294.193169062,4727523.55877753,TRUE
"955302",2009-10-02 14:21:40,89,"Fm-W",223,"Farm",548294.397072625,4727523.68358761,TRUE
"955305",2009-10-02 14:21:48,89,"Fm-N",229,"Farm",548293.742872411,4727522.87700626,TRUE
"955307",2009-10-02 14:21:55,89,"Fm-E",158,"Farm",548293.698230223,4727522.75330768,TRUE
"955309",2009-10-02 14:22:03,89,"Fm-S",108,"Farm",548292.049200553,4727521.04522774,TRUE
"955312",2009-10-02 14:22:11,89,"Fm-W",210,"Farm",548292.230783115,4727521.10818847,TRUE
"955315",2009-10-02 14:22:18,89,"Fm-N",249,"Farm",548292.140852876,4727520.95332709,TRUE
"955318",2009-10-02 14:22:26,89,"Fm-E",120,"Farm",548294.361902363,4727522.20269782,TRUE
"955320",2009-10-02 14:22:33,89,"Fm-S",164,"Farm",548295.586830785,4727522.73564164,TRUE
"955323",2009-10-02 14:22:41,89,"Fm-W",184,"Farm",548299.392742352,4727525.10655858,TRUE
"955327",2009-10-02 14:22:49,89,"Fm-N",246,"Farm",548302.654550344,4727527.19605884,TRUE
"955330",2009-10-02 14:22:56,89,"Fm-E",100,"Farm",548303.537557113,4727527.81915767,TRUE
"955333",2009-10-02 14:23:04,89,"Fm-S",138,"Farm",548305.961859594,4727529.2858783,TRUE
"955335",2009-10-02 14:23:11,89,"Fm-W",170,"Farm",548307.275639028,4727530.12791206,TRUE
"955338",2009-10-02 14:23:19,89,"Fm-W",170,"Farm",548305.123495173,4727528.78647782,TRUE
"955341",2009-10-02 14:23:27,89,"Fm-N",189,"Farm",548304.782221017,4727528.78409552,TRUE
"955343",2009-10-02 14:23:34,89,"Fm-E",141,"Farm",548306.00176441,4727530.08817258,TRUE
"955347",2009-10-02 14:23:49,89,"Fm-W",175,"Farm",548301.163708777,4727525.64331465,TRUE
"955352",2009-10-02 14:23:57,89,"Fm-N",218,"Farm",548301.592760022,4727526.10901083,TRUE
"955354",2009-10-02 14:24:05,89,"Fm-E",141,"Farm",548304.21666048,4727528.31744624,TRUE
"955357",2009-10-02 14:24:20,89,"Fm-W",190,"Farm",548306.292798154,4727530.7688329,TRUE
"955362",2009-10-02 14:24:27,89,"Fm-N",165,"Farm",548305.261081433,4727528.63320447,TRUE
"955365",2009-10-02 14:24:35,89,"Fm-E",110,"Farm",548299.967776489,4727524.21601626,TRUE
"955370",2009-10-02 14:24:50,89,"Fm-W",208,"Farm",548296.907071175,4727522.65231576,TRUE
"955374",2009-10-02 14:24:58,89,"Fm-N",237,"Farm",548295.977914053,4727522.12143597,TRUE
"955376",2009-10-02 14:25:05,89,"Fm-E",157,"Farm",548300.142038813,4727525.32771586,TRUE
"955379",2009-10-02 14:25:13,89,"Fm-S",88,"Farm",548299.509514577,4727524.67551902,TRUE
"955381",2009-10-02 14:25:21,89,"Fm-W",161,"Farm",548295.434673464,4727521.71663672,TRUE
"955385",2009-10-02 14:25:28,89,"Fm-N",253,"Farm",548296.453545528,4727522.43322313,TRUE
"955388",2009-10-02 14:25:36,89,"Fm-E",179,"Farm",548296.02320204,4727522.15259881,TRUE
"955390",2009-10-02 14:25:43,89,"Fm-S",165,"Farm",548296.228827844,4727522.0306469,TRUE
"955393",2009-10-02 14:25:51,89,"Fm-S",162,"Farm",548296.343877683,4727521.84636933,TRUE
"955398",2009-10-02 14:25:59,89,"Fm-W",246,"Farm",548294.851526633,4727520.50954332,TRUE
"955403",2009-10-02 14:26:06,89,"Fm-N",255,"Farm",548292.860791525,4727518.86077193,TRUE
"955406",2009-10-02 14:26:14,89,"Fm-E",194,"Farm",548291.794262682,4727518.45232105,TRUE
"955409",2009-10-02 14:26:21,89,"Fm-S",211,"Farm",548295.597594591,4727521.19337891,TRUE
"955412",2009-10-02 14:26:29,89,"Fm-W",227,"Farm",548297.245977512,4727522.99399547,TRUE
"955417",2009-10-02 14:26:37,89,"Fm-N",236,"Farm",548297.674168044,4727523.58307241,TRUE
"955420",2009-10-02 14:26:44,89,"Fm-E",118,"Farm",548298.05298008,4727524.72704637,TRUE
"955423",2009-10-02 14:26:52,89,"Fm-S",131,"Farm",548298.437174213,4727525.09988899,TRUE
"955426",2009-10-02 14:26:59,89,"Fm-W",233,"Farm",548298.800339008,4727525.22581079,TRUE
"955432",2009-10-02 14:27:07,89,"Fm-N",255,"Farm",548299.543822535,4727526.27978988,TRUE
"955435",2009-10-02 14:27:15,89,"Fm-E",145,"Farm",548299.765525754,4727527.11419978,TRUE
"955437",2009-10-02 14:27:22,89,"Fm-S",187,"Farm",548299.061302125,4727526.95505066,TRUE
"955440",2009-10-02 14:27:30,89,"Fm-W",161,"Farm",548299.105944189,4727527.07874928,TRUE
"955446",2009-10-02 14:27:37,89,"Fm-N",205,"Farm",548299.448725482,4727526.86521451,TRUE
"955450",2009-10-02 14:27:45,89,"Fm-E",151,"Farm",548300.678604574,4727526.68871838,TRUE
"955453",2009-10-02 14:27:53,89,"Fm-S",70,"Farm",548303.709235009,4727529.30100043,TRUE
"955456",2009-10-02 14:28:00,89,"Fm-W",184,"Farm",548305.203520319,4727530.3602211,TRUE
"955462",2009-10-02 14:28:08,89,"Fm-N",183,"Farm",548303.260877468,4727528.34162123,TRUE
"955466",2009-10-02 14:28:15,89,"Fm-E",159,"Farm",548301.067535074,4727526.38296554,TRUE
"955469",2009-10-02 14:28:23,89,"Fm-E",182,"Farm",548300.253213356,4727525.69865293,TRUE
"955471",2009-10-02 14:28:30,89,"Fm-S",199,"Farm",548300.0948132,4727525.57416029,TRUE
"955474",2009-10-02 14:28:38,89,"Fm-W",203,"Farm",548300.164359842,4727525.38956517,TRUE
"955479",2009-10-02 14:28:46,89,"Fm-N",227,"Farm",548300.212016053,4727525.08143023,TRUE
"955486",2009-10-02 14:29:08,89,"Fm-W",192,"Farm",548299.99547992,4727523.5067342,TRUE
"955492",2009-10-02 14:29:16,89,"Fm-N",219,"Farm",548298.927660458,4727523.28335374,TRUE
"955495",2009-10-02 14:29:24,89,"Fm-E",140,"Farm",548298.154750957,4727523.18541883,TRUE
"955498",2009-10-02 14:29:31,89,"Fm-S",166,"Farm",548297.5850991,4727523.30482994,TRUE
"955502",2009-10-02 14:29:39,89,"Fm-W",86,"Farm",548297.583807389,4727523.48990146,TRUE
"955506",2009-10-02 14:29:46,89,"Fm-N",239,"Farm",548296.307132889,4727523.85115209,TRUE
"955509",2009-10-02 14:29:54,89,"Fm-E",140,"Farm",548303.258293739,4727528.71176429,TRUE
"955511",2009-10-02 14:30:02,89,"Fm-S",167,"Farm",548305.777478181,4727529.62390552,TRUE
"955513",2009-10-02 14:30:09,89,"Fm-W",176,"Farm",548306.013391855,4727528.42252881,TRUE
"955519",2009-10-02 14:30:17,89,"Fm-N",223,"Farm",548305.44740073,4727528.01756994,TRUE
