"","ts","id","antenna","power","location","Easting","Northing","goodtags"
"962584",2009-10-02 18:52:46,89,"Fm-E",63,"Farm",548300.967055382,4727527.73952153,TRUE
"962589",2009-10-02 18:53:01,89,"Fm-W",179,"Farm",548300.806502287,4727527.92348141,TRUE
"962596",2009-10-02 18:53:17,89,"Fm-E",66,"Farm",548307.652873261,4727524.97913691,TRUE
"962597",2009-10-02 18:53:32,89,"Fm-W",189,"Farm",548306.21542986,4727525.5551907,TRUE
"962598",2009-10-02 18:53:39,89,"Fm-N",56,"Farm",548304.251685051,4727526.55942553,TRUE
"962604",2009-10-02 18:53:55,89,"Fm-E",69,"Farm",548304.136419762,4727526.77454823,TRUE
"962607",2009-10-02 18:54:10,89,"Fm-W",178,"Farm",548299.371213018,4727528.19108406,TRUE
"962613",2009-10-02 18:54:25,89,"Fm-E",73,"Farm",548299.462219467,4727528.19171927,TRUE
"962618",2009-10-02 18:54:40,89,"Fm-W",182,"Farm",548300.018377081,4727526.74580356,TRUE
"962624",2009-10-02 18:54:55,89,"Fm-E",63,"Farm",548299.913876711,4727525.41866358,TRUE
"962628",2009-10-02 18:55:11,89,"Fm-W",183,"Farm",548299.961748207,4727525.07968339,TRUE
"962636",2009-10-02 18:55:26,89,"Fm-E",64,"Farm",548301.03774878,4727524.13094433,TRUE
"962638",2009-10-02 18:55:41,89,"Fm-W",176,"Farm",548301.06157691,4727523.97687687,TRUE
"962643",2009-10-02 18:55:49,89,"Fm-N",30,"Farm",548301.039040583,4727523.9458728,TRUE
"962646",2009-10-02 18:55:56,89,"Fm-E",77,"Farm",548301.039040583,4727523.9458728,TRUE
"962650",2009-10-02 18:56:11,89,"Fm-W",184,"Farm",548305.123639526,4727522.24696617,TRUE
"962654",2009-10-02 18:56:27,89,"Fm-N",49,"Farm",548306.856424102,4727521.73466739,TRUE
"962656",2009-10-02 18:56:34,89,"Fm-E",78,"Farm",548300.764513974,4727524.15988391,TRUE
"962660",2009-10-02 18:56:49,89,"Fm-W",186,"Farm",548293.101454987,4727526.75922124,TRUE
"962667",2009-10-02 18:57:05,89,"Fm-E",57,"Farm",548290.155303306,4727528.34269239,TRUE
"962668",2009-10-02 18:57:20,89,"Fm-W",165,"Farm",548292.25635011,4727530.48578102,TRUE
"962682",2009-10-02 18:57:50,89,"Fm-W",190,"Farm",548294.142150041,4727530.86910292,TRUE
"962691",2009-10-02 18:58:21,89,"Fm-W",164,"Farm",548299.753108296,4727525.63346875,TRUE
"962693",2009-10-02 18:58:28,89,"Fm-N",28,"Farm",548299.457121934,4727525.66224957,TRUE
"962700",2009-10-02 18:58:59,89,"Fm-W",205,"Farm",548295.599033877,4727524.2472179,TRUE
"962705",2009-10-02 18:59:06,89,"Fm-N",80,"Farm",548294.889858582,4727524.79751007,TRUE
"962709",2009-10-02 18:59:14,89,"Fm-E",78,"Farm",548295.026153048,4727524.82930805,TRUE
"962710",2009-10-02 18:59:21,89,"Fm-S",112,"Farm",548295.026368322,4727524.79846279,TRUE
"962712",2009-10-02 18:59:29,89,"Fm-W",216,"Farm",548295.36721212,4727524.86253511,TRUE
"962717",2009-10-02 18:59:37,89,"Fm-N",89,"Farm",548295.777387167,4727524.77285755,TRUE
"962720",2009-10-02 18:59:44,89,"Fm-E",72,"Farm",548296.192083083,4727524.03542966,TRUE
"962722",2009-10-02 18:59:52,89,"Fm-S",125,"Farm",548295.054501792,4727524.02749021,TRUE
"962725",2009-10-02 18:59:59,89,"Fm-W",217,"Farm",548292.016265718,4727525.7645517,TRUE
"962730",2009-10-02 19:00:07,89,"Fm-N",120,"Farm",548293.150833001,4727526.20432422,TRUE
"962734",2009-10-02 19:00:15,89,"Fm-E",77,"Farm",548294.081711937,4727526.48844159,TRUE
"962736",2009-10-02 19:00:22,89,"Fm-S",122,"Farm",548293.692566488,4727526.82504008,TRUE
"962737",2009-10-02 19:00:30,89,"Fm-W",213,"Farm",548294.669809639,4727526.98609408,TRUE
"962742",2009-10-02 19:00:37,89,"Fm-N",107,"Farm",548295.466546753,4727526.92996112,TRUE
"962748",2009-10-02 19:00:45,89,"Fm-E",76,"Farm",548296.514197504,4727526.7830392,TRUE
"962751",2009-10-02 19:00:53,89,"Fm-S",126,"Farm",548297.9568067,4727525.4666973,TRUE
"962752",2009-10-02 19:01:00,89,"Fm-W",220,"Farm",548298.659592584,4727522.57200729,TRUE
"962754",2009-10-02 19:01:08,89,"Fm-N",92,"Farm",548297.750173214,4727522.47311963,TRUE
"962759",2009-10-02 19:01:15,89,"Fm-E",76,"Farm",548298.456119642,4727522.38550658,TRUE
"962764",2009-10-02 19:01:31,89,"Fm-S",119,"Farm",548302.556795955,4727521.64296012,TRUE
"962768",2009-10-02 19:01:38,89,"Fm-W",216,"Farm",548302.716272699,4727521.61322655,TRUE
"962773",2009-10-02 19:01:46,89,"Fm-N",103,"Farm",548302.693305759,4727521.64391299,TRUE
"962778",2009-10-02 19:01:53,89,"Fm-E",68,"Farm",548302.0042976,4727522.5645063,TRUE
"962781",2009-10-02 19:02:01,89,"Fm-S",131,"Farm",548302.476268561,4727523.4006632,TRUE
"962785",2009-10-02 19:02:09,89,"Fm-W",210,"Farm",548302.975297216,4727523.62007385,TRUE
"962788",2009-10-02 19:02:16,89,"Fm-N",67,"Farm",548300.055553548,4727524.67933029,TRUE
"962792",2009-10-02 19:02:24,89,"Fm-E",80,"Farm",548299.347884987,4727525.01370522,TRUE
"962793",2009-10-02 19:02:31,89,"Fm-S",106,"Farm",548297.637853432,4727525.52616466,TRUE
"962797",2009-10-02 19:02:39,89,"Fm-W",217,"Farm",548301.086626576,4727526.90749368,TRUE
"962801",2009-10-02 19:02:46,89,"Fm-N",115,"Farm",548300.523003326,4727526.16323741,TRUE
"962804",2009-10-02 19:02:54,89,"Fm-E",83,"Farm",548300.322329407,4727525.57574833,TRUE
"962806",2009-10-02 19:03:02,89,"Fm-S",126,"Farm",548303.181282467,4727526.70618746,TRUE
"962808",2009-10-02 19:03:09,89,"Fm-W",214,"Farm",548307.012094165,4727528.76881491,TRUE
"962817",2009-10-02 19:03:24,89,"Fm-E",86,"Farm",548310.954508167,4727531.14069126,TRUE
"962820",2009-10-02 19:03:40,89,"Fm-W",130,"Farm",548311.878279209,4727532.44270446,TRUE
"962824",2009-10-02 19:03:47,89,"Fm-N",92,"Farm",548309.568167767,4727530.91508539,TRUE
"962827",2009-10-02 19:03:55,89,"Fm-N",116,"Farm",548307.143220627,4727529.54089925,TRUE
"962831",2009-10-02 19:04:02,89,"Fm-E",136,"Farm",548301.484815098,4727525.27539491,TRUE
"962833",2009-10-02 19:04:10,89,"Fm-S",60,"Farm",548302.867927237,4727525.96367796,TRUE
"962838",2009-10-02 19:04:18,89,"Fm-W",196,"Farm",548303.79902114,4727526.21695139,TRUE
"962842",2009-10-02 19:04:25,89,"Fm-N",121,"Farm",548305.775612795,4727526.63175698,TRUE
"962843",2009-10-02 19:04:33,89,"Fm-E",67,"Farm",548306.775607335,4727526.79297151,TRUE
"962849",2009-10-02 19:04:48,89,"Fm-W",151,"Farm",548304.41826711,4727525.51179859,TRUE
"962854",2009-10-02 19:04:56,89,"Fm-N",84,"Farm",548301.675655512,4727524.01200993,TRUE
"962857",2009-10-02 19:05:03,89,"Fm-E",129,"Farm",548301.22062299,4727524.00883377,TRUE
"962860",2009-10-02 19:05:11,89,"Fm-S",154,"Farm",548300.698196789,4727523.8818002,TRUE
"962863",2009-10-02 19:05:18,89,"Fm-W",190,"Farm",548301.50928914,4727525.02879168,TRUE
"962868",2009-10-02 19:05:26,89,"Fm-N",124,"Farm",548302.007241181,4727525.40242854,TRUE
"962871",2009-10-02 19:05:34,89,"Fm-E",28,"Farm",548302.232819642,4727525.68162394,TRUE
"962874",2009-10-02 19:05:49,89,"Fm-W",217,"Farm",548301.708025243,4727525.89388809,TRUE
"962878",2009-10-02 19:05:56,89,"Fm-N",162,"Farm",548301.25213164,4727526.01409294,TRUE
"962883",2009-10-02 19:06:04,89,"Fm-E",90,"Farm",548301.092224401,4727526.10551706,TRUE
"962885",2009-10-02 19:06:12,89,"Fm-S",64,"Farm",548300.479222473,4727525.91615776,TRUE
"962887",2009-10-02 19:06:27,89,"Fm-W",201,"Farm",548300.364603184,4727526.03874476,TRUE
"962891",2009-10-02 19:06:34,89,"Fm-N",197,"Farm",548299.34185678,4727525.87737235,TRUE
"962908",2009-10-02 19:07:28,89,"Fm-W",141,"Farm",548298.709478649,4727528.46408615,TRUE
"962917",2009-10-02 19:07:58,89,"Fm-W",116,"Farm",548292.160243512,4727527.95567623,TRUE
"962919",2009-10-02 19:08:06,89,"Fm-N",160,"Farm",548292.271848959,4727528.26492266,TRUE
"962922",2009-10-02 19:08:13,89,"Fm-E",89,"Farm",548292.97951684,4727527.93054702,TRUE
"962934",2009-10-02 19:09:06,89,"Fm-W",171,"Farm",548300.93619257,4727525.64172659,TRUE
"962939",2009-10-02 19:09:14,89,"Fm-N",130,"Farm",548299.096755969,4727525.13533943,TRUE
"962941",2009-10-02 19:09:22,89,"Fm-E",77,"Farm",548298.461432858,4727524.884131,TRUE
"962944",2009-10-02 19:09:29,89,"Fm-S",97,"Farm",548295.556975045,4727523.75337625,TRUE
"962947",2009-10-02 19:09:37,89,"Fm-W",197,"Farm",548293.421551132,4727523.27577162,TRUE
"962949",2009-10-02 19:09:44,89,"Fm-N",95,"Farm",548295.444508565,4727523.56751078,TRUE
"962952",2009-10-02 19:10:07,89,"Fm-W",196,"Farm",548296.92530188,4727523.3002249,TRUE
"962956",2009-10-02 19:10:15,89,"Fm-N",131,"Farm",548297.19896727,4727523.20959466,TRUE
"962960",2009-10-02 19:10:30,89,"Fm-S",73,"Farm",548299.775283667,4727522.45640752,TRUE
"962963",2009-10-02 19:10:38,89,"Fm-W",136,"Farm",548300.732789865,4727522.18547,TRUE
"962968",2009-10-02 19:10:45,89,"Fm-N",112,"Farm",548303.092500306,4727523.12734385,TRUE
"962975",2009-10-02 19:11:08,89,"Fm-W",75,"Farm",548304.565973284,4727523.90879825,TRUE
"962977",2009-10-02 19:11:16,89,"Fm-N",109,"Farm",548302.90768826,4727523.52706165,TRUE
"962983",2009-10-02 19:11:23,89,"Fm-E",127,"Farm",548302.295116761,4727523.27601169,TRUE
"962985",2009-10-02 19:11:31,89,"Fm-E",210,"Farm",548302.81775829,4727523.37220013,TRUE
"962986",2009-10-02 19:11:38,89,"Fm-S",225,"Farm",548303.158817404,4727523.40542758,TRUE
"962988",2009-10-02 19:11:46,89,"Fm-W",252,"Farm",548299.866074896,4727522.48788798,TRUE
"962993",2009-10-02 19:11:54,89,"Fm-N",242,"Farm",548296.570963452,4727521.90964776,TRUE
"962997",2009-10-02 19:12:01,89,"Fm-E",205,"Farm",548297.250929034,4727522.28455461,TRUE
"962998",2009-10-02 19:12:09,89,"Fm-S",201,"Farm",548299.158406123,4727522.82226293,TRUE
"963001",2009-10-02 19:12:16,89,"Fm-W",251,"Farm",548300.179000018,4727523.29208785,TRUE
"963004",2009-10-02 19:12:24,89,"Fm-N",249,"Farm",548300.904899126,4727523.60562216,TRUE
"963006",2009-10-02 19:12:31,89,"Fm-E",196,"Farm",548301.382037394,4727523.70149288,TRUE
"963008",2009-10-02 19:12:39,89,"Fm-S",198,"Farm",548301.860252171,4727523.64313735,TRUE
"963011",2009-10-02 19:12:47,89,"Fm-W",229,"Farm",548302.133702309,4727523.58335256,TRUE
"963016",2009-10-02 19:12:54,89,"Fm-N",246,"Farm",548302.179636174,4727523.52197967,TRUE
"963020",2009-10-02 19:13:02,89,"Fm-E",197,"Farm",548302.179205563,4727523.58367018,TRUE
"963023",2009-10-02 19:13:09,89,"Fm-S",199,"Farm",548302.179205563,4727523.58367018,TRUE
"963025",2009-10-02 19:13:17,89,"Fm-W",228,"Farm",548302.06652395,4727523.42864986,TRUE
"963031",2009-10-02 19:13:25,89,"Fm-N",197,"Farm",548300.138233282,4727522.61317464,TRUE
"963035",2009-10-02 19:13:32,89,"Fm-E",214,"Farm",548300.161200209,4727522.58248819,TRUE
"963038",2009-10-02 19:13:40,89,"Fm-S",155,"Farm",548299.957296716,4727522.45767794,TRUE
"963039",2009-10-02 19:13:47,89,"Fm-W",255,"Farm",548299.843753856,4727522.42603867,TRUE
"963041",2009-10-02 19:13:55,89,"Fm-N",240,"Farm",548296.706827405,4727522.00313628,TRUE
"963044",2009-10-02 19:14:03,89,"Fm-N",246,"Farm",548296.931329781,4727522.43655777,TRUE
"963048",2009-10-02 19:14:10,89,"Fm-E",203,"Farm",548297.088653653,4727522.71527662,TRUE
"963050",2009-10-02 19:14:18,89,"Fm-S",165,"Farm",548297.291265486,4727523.02515831,TRUE
"963052",2009-10-02 19:14:25,89,"Fm-W",239,"Farm",548297.494307872,4727523.2733495,TRUE
"963058",2009-10-02 19:14:33,89,"Fm-N",209,"Farm",548297.719886583,4727523.55254475,TRUE
"963062",2009-10-02 19:14:41,89,"Fm-E",135,"Farm",548297.899746737,4727523.86226766,TRUE
"963064",2009-10-02 19:14:48,89,"Fm-S",194,"Farm",548299.841531234,4727526.00424702,TRUE
"963066",2009-10-02 19:14:56,89,"Fm-W",255,"Farm",548300.942150764,4727528.04781527,TRUE
"963072",2009-10-02 19:15:03,89,"Fm-N",237,"Farm",548298.758426522,4727527.97087967,TRUE
"963074",2009-10-02 19:15:11,89,"Fm-E",194,"Farm",548299.030154127,4727528.1578568,TRUE
"963075",2009-10-02 19:15:19,89,"Fm-S",204,"Farm",548299.120945284,4727528.18933725,TRUE
"963077",2009-10-02 19:15:26,89,"Fm-W",255,"Farm",548299.462004173,4727528.22256452,TRUE
"963082",2009-10-02 19:15:34,89,"Fm-N",59,"Farm",548299.552795328,4727528.25404499,TRUE
"963086",2009-10-02 19:15:41,89,"Fm-E",121,"Farm",548299.324418035,4727528.37583799,TRUE
"963089",2009-10-02 19:15:49,89,"Fm-S",195,"Farm",548297.068779237,4727528.82279585,TRUE
"963090",2009-10-02 19:15:57,89,"Fm-W",254,"Farm",548297.316248251,4727529.2255309,TRUE
"963094",2009-10-02 19:16:04,89,"Fm-N",227,"Farm",548297.542042057,4727529.47388089,TRUE
"963097",2009-10-02 19:16:12,89,"Fm-E",184,"Farm",548297.722332632,4727529.7219133,TRUE
"963101",2009-10-02 19:16:19,89,"Fm-S",202,"Farm",548297.971523873,4727529.87788633,TRUE
"963105",2009-10-02 19:16:27,89,"Fm-W",239,"Farm",548295.315183057,4727529.05733098,TRUE
"963107",2009-10-02 19:16:35,89,"Fm-W",218,"Farm",548295.178458127,4727529.0872235,TRUE
"963112",2009-10-02 19:16:42,89,"Fm-N",177,"Farm",548292.933798348,4727527.96107471,TRUE
"963114",2009-10-02 19:16:50,89,"Fm-E",228,"Farm",548295.335136085,4727529.45847808,TRUE
"963115",2009-10-02 19:16:57,89,"Fm-S",222,"Farm",548297.348834397,4727531.07656379,TRUE
"963117",2009-10-02 19:17:05,89,"Fm-W",255,"Farm",548298.93305021,4727532.29064456,TRUE
"963121",2009-10-02 19:17:13,89,"Fm-N",253,"Farm",548299.52330001,4727532.47984492,TRUE
"963125",2009-10-02 19:17:20,89,"Fm-E",219,"Farm",548299.730002051,4727532.20366685,TRUE
"963126",2009-10-02 19:17:28,89,"Fm-S",220,"Farm",548300.223071743,4727530.01698861,TRUE
"963128",2009-10-02 19:17:35,89,"Fm-W",255,"Farm",548301.182945236,4727529.40675336,TRUE
"963132",2009-10-02 19:17:43,89,"Fm-N",238,"Farm",548301.116197521,4727529.19036015,TRUE
"963135",2009-10-02 19:17:51,89,"Fm-E",212,"Farm",548298.086211938,4727526.48554349,TRUE
"963137",2009-10-02 19:17:58,89,"Fm-S",217,"Farm",548297.99865006,4727525.99138422,TRUE
"963139",2009-10-02 19:18:06,89,"Fm-W",255,"Farm",548298.157696109,4727526.02334106,TRUE
"963142",2009-10-02 19:18:13,89,"Fm-N",237,"Farm",548298.360953661,4727526.24068702,TRUE
"963146",2009-10-02 19:18:21,89,"Fm-E",211,"Farm",548298.518277387,4727526.5194059,TRUE
"963149",2009-10-02 19:18:29,89,"Fm-S",219,"Farm",548299.003957846,4727528.65122207,TRUE
"963151",2009-10-02 19:18:36,89,"Fm-W",255,"Farm",548299.064677454,4727529.7312824,TRUE
"963153",2009-10-02 19:18:44,89,"Fm-N",238,"Farm",548296.637858516,4727525.36495145,TRUE
"963158",2009-10-02 19:18:51,89,"Fm-E",215,"Farm",548295.379913362,4727523.04266509,TRUE
"963161",2009-10-02 19:18:59,89,"Fm-S",220,"Farm",548294.702746296,4727522.26677011,TRUE
"963163",2009-10-02 19:19:07,89,"Fm-S",218,"Farm",548294.590710312,4727522.01921415,TRUE
"963167",2009-10-02 19:19:14,89,"Fm-W",255,"Farm",548294.500134325,4727521.9568885,TRUE
"963173",2009-10-02 19:19:22,89,"Fm-N",187,"Farm",548294.271972187,4727522.04783641,TRUE
"963176",2009-10-02 19:19:29,89,"Fm-E",83,"Farm",548295.509749584,4727523.99982071,TRUE
"963177",2009-10-02 19:19:37,89,"Fm-S",184,"Farm",548296.389528199,4727525.08559744,TRUE
"963180",2009-10-02 19:19:45,89,"Fm-W",234,"Farm",548297.837666434,4727526.23703468,TRUE
"963184",2009-10-02 19:19:52,89,"Fm-N",185,"Farm",548296.815996414,4727525.92143637,TRUE
"963189",2009-10-02 19:20:00,89,"Fm-E",129,"Farm",548296.565728599,4727525.91968966,TRUE
"963192",2009-10-02 19:20:07,89,"Fm-S",182,"Farm",548296.656304515,4727525.98201533,TRUE
"963194",2009-10-02 19:20:15,89,"Fm-W",189,"Farm",548296.814489441,4727526.13735316,TRUE
"963198",2009-10-02 19:20:23,89,"Fm-N",148,"Farm",548297.016455336,4727526.53977061,TRUE
"963203",2009-10-02 19:20:38,89,"Fm-S",176,"Farm",548298.324423567,4727528.21462453,TRUE
"963204",2009-10-02 19:20:45,89,"Fm-W",194,"Farm",548298.662683685,4727528.64884008,TRUE
"963208",2009-10-02 19:20:53,89,"Fm-N",178,"Farm",548298.911444363,4727528.86650366,TRUE
"963214",2009-10-02 19:21:08,89,"Fm-S",153,"Farm",548298.911874946,4727528.80481315,TRUE
"963215",2009-10-02 19:21:16,89,"Fm-W",218,"Farm",548291.50395662,4727524.18779185,TRUE
"963219",2009-10-02 19:21:23,89,"Fm-N",214,"Farm",548293.406267205,4727525.4657847,TRUE
"963224",2009-10-02 19:21:31,89,"Fm-E",167,"Farm",548296.872410753,4727527.61840177,TRUE
"963226",2009-10-02 19:21:39,89,"Fm-E",135,"Farm",548298.412631257,4727528.61624803,TRUE
"963227",2009-10-02 19:21:46,89,"Fm-S",139,"Farm",548299.205492951,4727529.1153301,TRUE
"963228",2009-10-02 19:21:54,89,"Fm-W",200,"Farm",548299.432363162,4727529.20945388,TRUE
"963232",2009-10-02 19:22:01,89,"Fm-N",212,"Farm",548299.659663956,4727529.24188715,TRUE
"963236",2009-10-02 19:22:09,89,"Fm-E",89,"Farm",548299.909501061,4727529.3053245,TRUE
"963237",2009-10-02 19:22:17,89,"Fm-S",117,"Farm",548300.046010713,4727529.30627732,TRUE
"963238",2009-10-02 19:22:24,89,"Fm-W",210,"Farm",548300.091729226,4727529.27574967,TRUE
"963242",2009-10-02 19:22:32,89,"Fm-N",188,"Farm",548300.069192915,4727529.24474561,TRUE
"963243",2009-10-02 19:22:39,89,"Fm-E",130,"Farm",548297.078682261,4727527.40391412,TRUE
"963246",2009-10-02 19:22:47,89,"Fm-S",166,"Farm",548296.669368478,4727527.37021059,TRUE
"963251",2009-10-02 19:22:54,89,"Fm-W",255,"Farm",548296.985307693,4727527.74257675,TRUE
"963255",2009-10-02 19:23:02,89,"Fm-N",206,"Farm",548297.256820068,4727527.96039907,TRUE
"963257",2009-10-02 19:23:10,89,"Fm-E",133,"Farm",548297.482829204,4727528.1779038,TRUE
"963259",2009-10-02 19:23:17,89,"Fm-S",162,"Farm",548297.663980958,4727528.30255518,TRUE
"963260",2009-10-02 19:23:25,89,"Fm-W",243,"Farm",548297.86831489,4727528.36567486,TRUE
"963263",2009-10-02 19:23:32,89,"Fm-N",180,"Farm",548299.080178484,4727527.51042404,TRUE
"963266",2009-10-02 19:23:40,89,"Fm-E",158,"Farm",548300.176131323,4727526.96283197,TRUE
"963268",2009-10-02 19:23:48,89,"Fm-S",201,"Farm",548300.289889404,4727526.96362599,TRUE
"963269",2009-10-02 19:23:55,89,"Fm-W",249,"Farm",548300.403647486,4727526.96442001,TRUE
"963272",2009-10-02 19:24:03,89,"Fm-N",212,"Farm",548300.471902334,4727526.96489643,TRUE
"963277",2009-10-02 19:24:10,89,"Fm-N",237,"Farm",548299.595499725,4727528.6553509,TRUE
"963279",2009-10-02 19:24:18,89,"Fm-E",193,"Farm",548299.110180669,4727529.7316,TRUE
"963280",2009-10-02 19:24:26,89,"Fm-S",132,"Farm",548299.595069136,4727528.71704141,TRUE
"963282",2009-10-02 19:24:33,89,"Fm-W",253,"Farm",548299.918112895,4727528.0715143,TRUE
"963286",2009-10-02 19:24:41,89,"Fm-N",201,"Farm",548299.940003324,4727528.19505412,TRUE
"963290",2009-10-02 19:24:48,89,"Fm-E",233,"Farm",548299.984645364,4727528.31875275,TRUE
"963291",2009-10-02 19:24:56,89,"Fm-S",202,"Farm",548300.006751086,4727528.41144732,TRUE
"963295",2009-10-02 19:25:04,89,"Fm-W",255,"Farm",548300.006105197,4727528.50398308,TRUE
"963300",2009-10-02 19:25:11,89,"Fm-N",231,"Farm",548299.983353587,4727528.50382428,TRUE
"963303",2009-10-02 19:25:19,89,"Fm-E",219,"Farm",548299.892777735,4727528.44149856,TRUE
"963304",2009-10-02 19:25:26,89,"Fm-S",200,"Farm",548299.689089705,4727528.28584306,TRUE
"963305",2009-10-02 19:25:34,89,"Fm-W",255,"Farm",548299.553656504,4727528.13066397,TRUE
"963310",2009-10-02 19:25:42,89,"Fm-N",223,"Farm",548299.486262843,4727528.00680654,TRUE
"963312",2009-10-02 19:25:49,89,"Fm-E",215,"Farm",548299.441620791,4727527.88310792,TRUE
"963314",2009-10-02 19:25:57,89,"Fm-S",200,"Farm",548299.419730353,4727527.7595681,TRUE
"963316",2009-10-02 19:26:04,89,"Fm-W",255,"Farm",548299.397409326,4727527.69771879,TRUE
"963321",2009-10-02 19:26:12,89,"Fm-N",225,"Farm",548299.421667995,4727527.4819608,TRUE
"963327",2009-10-02 19:26:20,89,"Fm-E",219,"Farm",548299.423390343,4727527.23519877,TRUE
"963329",2009-10-02 19:26:27,89,"Fm-S",201,"Farm",548298.958093321,4727525.44283917,TRUE
"963331",2009-10-02 19:26:35,89,"Fm-W",255,"Farm",548298.26743266,4727523.34043909,TRUE
"963333",2009-10-02 19:26:42,89,"Fm-W",255,"Farm",548298.245757471,4727523.18605402,TRUE
"963338",2009-10-02 19:26:50,89,"Fm-N",203,"Farm",548298.20154594,4727523.00066489,TRUE
"963339",2009-10-02 19:26:58,89,"Fm-E",206,"Farm",548298.133936915,4727522.90765274,TRUE
"963342",2009-10-02 19:27:05,89,"Fm-S",181,"Farm",548298.043360972,4727522.84532704,TRUE
"963344",2009-10-02 19:27:13,89,"Fm-W",254,"Farm",548297.97532137,4727522.8140054,TRUE
"963347",2009-10-02 19:27:20,89,"Fm-N",199,"Farm",548296.390672627,4727521.66161539,TRUE
"963349",2009-10-02 19:27:28,89,"Fm-E",202,"Farm",548296.120451643,4727521.25872159,TRUE
"963351",2009-10-02 19:27:36,89,"Fm-S",165,"Farm",548297.480598195,4727521.97769001,TRUE
"963353",2009-10-02 19:27:43,89,"Fm-W",254,"Farm",548297.662180685,4727522.04065088,TRUE
"963359",2009-10-02 19:27:51,89,"Fm-N",192,"Farm",548298.841175048,4727522.6349682,TRUE
"963361",2009-10-02 19:27:58,89,"Fm-E",201,"Farm",548298.863926679,4727522.635127,TRUE
"963362",2009-10-02 19:28:06,89,"Fm-S",160,"Farm",548298.162070736,4727522.13668017,TRUE
"963364",2009-10-02 19:28:14,89,"Fm-W",255,"Farm",548298.071279494,4727522.10519973,TRUE
"963368",2009-10-02 19:28:21,89,"Fm-N",207,"Farm",548299.020174011,4727523.06807216,TRUE
"963372",2009-10-02 19:28:29,89,"Fm-E",206,"Farm",548300.44362294,4727524.49695843,TRUE
"963374",2009-10-02 19:28:36,89,"Fm-S",163,"Farm",548302.590816957,4727526.54783205,TRUE
"963375",2009-10-02 19:28:44,89,"Fm-W",225,"Farm",548302.566988802,4727526.70189951,TRUE
"963381",2009-10-02 19:28:59,89,"Fm-E",216,"Farm",548300.503696479,4727525.66955453,TRUE
"963384",2009-10-02 19:29:07,89,"Fm-S",193,"Farm",548304.150343476,4727528.03936249,TRUE
"963385",2009-10-02 19:29:14,89,"Fm-S",152,"Farm",548304.489679824,4727528.31935205,TRUE
"963389",2009-10-02 19:29:22,89,"Fm-W",170,"Farm",548303.742106322,4727527.85143226,TRUE
"963391",2009-10-02 19:29:30,89,"Fm-N",219,"Farm",548301.794295033,4727526.57311893,TRUE
"963393",2009-10-02 19:29:37,89,"Fm-E",213,"Farm",548299.619397399,4727525.23152762,TRUE
"963394",2009-10-02 19:29:45,89,"Fm-S",187,"Farm",548298.939432234,4727524.85662053,TRUE
"963397",2009-10-02 19:29:52,89,"Fm-W",237,"Farm",548299.618751516,4727525.32406338,TRUE
"963401",2009-10-02 19:30:00,89,"Fm-N",238,"Farm",548300.547046736,4727525.97832469,TRUE
"963404",2009-10-02 19:30:08,89,"Fm-E",200,"Farm",548300.682479958,4727526.1335038,TRUE
"963407",2009-10-02 19:30:15,89,"Fm-S",140,"Farm",548301.745777544,4727527.00463488,TRUE
"963408",2009-10-02 19:30:23,89,"Fm-W",211,"Farm",548301.857813188,4727527.25219097,TRUE
"963412",2009-10-02 19:30:30,89,"Fm-N",254,"Farm",548301.265409982,4727527.37144296,TRUE
"963414",2009-10-02 19:30:38,89,"Fm-E",188,"Farm",548303.550404372,4727529.23819821,TRUE
"963416",2009-10-02 19:30:46,89,"Fm-S",164,"Farm",548302.325693009,4727528.67440771,TRUE
"963418",2009-10-02 19:30:53,89,"Fm-W",255,"Farm",548300.990022297,4727527.70883508,TRUE
"963422",2009-10-02 19:31:01,89,"Fm-N",253,"Farm",548298.255376522,4727525.06777335,TRUE
"963424",2009-10-02 19:31:08,89,"Fm-E",168,"Farm",548297.393828848,4727524.62990552,TRUE
"963427",2009-10-02 19:31:16,89,"Fm-S",202,"Farm",548296.917767004,4727524.37980881,TRUE
"963428",2009-10-02 19:31:24,89,"Fm-W",253,"Farm",548296.872479037,4727524.34864597,TRUE
"963431",2009-10-02 19:31:31,89,"Fm-N",250,"Farm",548296.872479037,4727524.34864597,TRUE
"963433",2009-10-02 19:31:39,89,"Fm-E",173,"Farm",548296.849942694,4727524.31764192,TRUE
"963436",2009-10-02 19:31:46,89,"Fm-E",196,"Farm",548296.804870007,4727524.25563383,TRUE
"963438",2009-10-02 19:31:54,89,"Fm-S",177,"Farm",548299.765525754,4727527.11419978,TRUE
"963439",2009-10-02 19:32:02,89,"Fm-W",254,"Farm",548300.263908329,4727527.42614601,TRUE
"963442",2009-10-02 19:32:09,89,"Fm-N",243,"Farm",548298.527534834,4727525.19305995,TRUE
"963444",2009-10-02 19:32:17,89,"Fm-E",206,"Farm",548299.16630259,4727524.9507443,TRUE
"963445",2009-10-02 19:32:24,89,"Fm-S",202,"Farm",548299.235203336,4727524.85868494,TRUE
"963448",2009-10-02 19:32:32,89,"Fm-W",254,"Farm",548297.969293339,4727523.67767253,TRUE
"963451",2009-10-02 19:32:39,89,"Fm-N",228,"Farm",548296.065691407,4727522.58474995,TRUE
"963453",2009-10-02 19:32:47,89,"Fm-E",200,"Farm",548295.634702085,4727522.39666142,TRUE
